episode,reward
603,0.57429
604,0.2786
605,0.46825000000000006
606,0.43073999999999996
607,0.46088999999999997
608,0.5296500000000001
609,0.36344
610,0.30587
611,0.28801
612,0.59235
613,0.37394999999999995
614,0.55172
615,0.5570400000000001
616,0.53843
617,0.5931800000000002
618,0.42129000000000005
619,0.58236
620,0.5463300000000001
621,0.28683
622,0.48823
623,0.52957
624,0.56828
625,0.29747
626,0.54204
627,0.5167700000000001
628,0.24
629,0.4983000000000001
630,0.55804
631,0.25896
632,0.27941
633,0.24905000000000002
634,0.5504100000000001
635,0.26801
636,0.57684
637,0.27792
638,0.60722
639,0.5964200000000002
640,0.31679999999999997
641,0.61326
642,0.23
643,0.30556
644,0.40118000000000004
645,0.53136
646,0.43230999999999997
647,0.24896000000000001
648,0.24
649,0.52567
650,0.36436
651,0.29702
652,0.58842
653,0.31670000000000004
654,0.4766499999999999
655,0.36272
656,0.24
657,0.52628
658,0.44126
659,0.50111
660,0.48166
661,0.51214
662,0.24
663,0.32466
664,0.56316
665,0.51818
666,0.50039
667,0.32593000000000005
668,0.25737000000000004
669,0.26846
670,0.23
671,0.50696
672,0.23940999999999998
673,0.37455
674,0.23
675,0.50043
676,0.24905000000000002
677,0.2986
678,0.41337
679,0.44226999999999994
680,0.25846
681,0.25846
682,0.25905
683,0.27783
684,0.26669
685,0.24
686,0.27846
687,0.53367
688,0.24941
689,0.25
690,0.54391
691,0.5471699999999999
692,0.42036999999999997
693,0.30661
694,0.23
695,0.23
696,0.45848999999999995
697,0.2781
698,0.23
699,0.33493
700,0.42178
701,0.54606
702,0.49971000000000004
703,0.25
704,0.26746
705,0.38226
706,0.40245999999999993
707,0.27842
708,0.54676
709,0.5862099999999999
710,0.58828
711,0.6396000000000001
712,0.30783
713,0.5489999999999999
714,0.6269499999999999
715,0.6364700000000001
716,0.25
717,0.56919
718,0.5044299999999999
719,0.34372
720,0.55122
721,0.54617
722,0.55507
723,0.24
724,0.25
725,0.25765
726,0.5865100000000001
727,0.29515
728,0.4961499999999999
729,0.36112
730,0.23
731,0.30625
732,0.25
733,0.5546700000000001
734,0.33733
735,0.38177999999999995
736,0.27777999999999997
737,0.23
738,0.25905
739,0.24941
740,0.5473000000000001
741,0.37281
742,0.41986000000000007
743,0.26846
744,0.23
745,0.41385000000000005
746,0.24881999999999999
747,0.28628
748,0.2686
749,0.54997
750,0.28905000000000003
751,0.23
752,0.24
753,0.25905
754,0.3353
755,0.23
756,0.44144999999999995
757,0.5411699999999999
758,0.26869
759,0.31611
760,0.31406
761,0.53635
762,0.48819
763,0.49499000000000004
764,0.24
765,0.50886
766,0.27869
767,0.24
768,0.52402
769,0.27842
770,0.27715
771,0.24
772,0.35468000000000005
773,0.55266
774,0.40385999999999994
775,0.59132
776,0.24941
777,0.41423000000000004
778,0.55673
779,0.68158
780,0.25905
781,0.49766000000000005
782,0.29692
783,0.6255000000000002
784,0.33733
785,0.52498
786,0.6512100000000001
787,0.6048899999999999
788,0.5103500000000001
789,0.5494500000000001
790,0.25869
791,0.6039800000000002
792,0.36463
793,0.5544100000000001
794,0.58585
795,0.30689
796,0.53847
797,0.49341000000000007
798,0.59921
799,0.31616
800,0.24896000000000001
801,0.5402300000000001
802,0.31628999999999996
803,0.53334
804,0.5753900000000001
805,0.5304199999999999
806,0.24782
807,0.5040300000000001
808,0.35634
809,0.6168200000000001
810,0.42149000000000003
811,0.5924200000000002
812,0.43878
813,0.2686
814,0.28747
815,0.25
816,0.46209000000000006
817,0.23
818,0.49709000000000003
819,0.50747
820,0.53204
821,0.49706000000000006
822,0.26846
823,0.52345
824,0.37067
825,0.54738
826,0.5883900000000001
827,0.54793
828,0.5471699999999999
829,0.5395599999999999
830,0.4894799999999999
831,0.35522
832,0.24
833,0.56919
834,0.37385999999999997
835,0.50859
836,0.5095200000000001
837,0.28702
838,0.27837
839,0.24841000000000002
840,0.42107
841,0.36463
842,0.27
843,0.57282
844,0.5947600000000002
845,0.57301
846,0.32503
847,0.56878
848,0.28814999999999996
849,0.29941
850,0.44066000000000005
851,0.26801
852,0.50774
853,0.35458
854,0.2981
855,0.23940999999999998
856,0.23
857,0.24841000000000002
858,0.30579
859,0.28742
860,0.30634
861,0.6109800000000001
862,0.50287
863,0.25932
864,0.50726
865,0.33842
866,0.5844800000000001
867,0.47986000000000006
868,0.27881999999999996
869,0.4491799999999999
870,0.28765
871,0.33521
872,0.29788
873,0.28706
874,0.49827
875,0.24782
876,0.29869
877,0.49034
878,0.48841
879,0.31833
880,0.5492
881,0.32489000000000007
882,0.5944900000000001
883,0.23
884,0.41164
885,0.52177
886,0.32528999999999997
887,0.24
888,0.6153600000000001
889,0.5141100000000001
890,0.3176
891,0.24941
892,0.56772
893,0.29511
894,0.5670499999999999
895,0.5623400000000001
896,0.24
897,0.29634
898,0.29715
899,0.38095
900,0.3549
901,0.5545
902,0.25
903,0.23
904,0.34427
905,0.52168
906,0.26722999999999997
907,0.51461
908,0.5585
909,0.22941
910,0.51479
911,0.49635000000000007
912,0.40340000000000004
913,0.6076400000000001
914,0.27801000000000003
915,0.30675
916,0.57126
917,0.49560999999999994
918,0.48951999999999996
919,0.34557000000000004
920,0.44253
921,0.28783000000000003
922,0.35597999999999996
923,0.4693900000000001
924,0.24
925,0.5187200000000001
926,0.51629
927,0.28846
928,0.25
929,0.55861
930,0.23940999999999998
931,0.53607
932,0.51534
933,0.52617
934,0.25872999999999996
935,0.5347500000000001
936,0.59538
937,0.30638
938,0.30638
939,0.5458999999999999
940,0.5662600000000001
941,0.48039000000000004
942,0.24
943,0.25905
944,0.24
945,0.24841000000000002
946,0.32706
947,0.39208
948,0.5070100000000001
949,0.60587
950,0.49077
951,0.27801000000000003
952,0.5384500000000001
953,0.47900999999999994
954,0.5158
955,0.58728
956,0.46075000000000005
957,0.54802
958,0.27832999999999997
959,0.27642
960,0.5686800000000001
961,0.2681
962,0.55769
963,0.49675
964,0.24
965,0.5359099999999999
966,0.27881999999999996
967,0.52607
968,0.35525999999999996
969,0.29869
970,0.28751
971,0.28579
972,0.39317
973,0.24
974,0.5180600000000001
975,0.33548
976,0.45952999999999994
977,0.29756
978,0.24
979,0.49661
980,0.23
981,0.5624100000000001
982,0.32598
983,0.24941
984,0.24941
985,0.49574999999999997
986,0.26846
987,0.5164700000000001
988,0.28
989,0.48959
990,0.43982999999999994
991,0.5412399999999999
992,0.55527
993,0.52577
994,0.48977000000000004
995,0.26941
996,0.28729
997,0.51308
998,0.26
999,0.52903
1000,0.23
